Sequence,PHYLUM,CLASS,ORDER,FAMILY,GENUS
S000539635,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Xenorhabdus
S000735525,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Xenorhabdus
S000735532,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Xenorhabdus
S000735552,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Xenorhabdus
S000735553,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Xenorhabdus
S000735556,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Xenorhabdus
S000735558,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Xenorhabdus
S000735559,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Xenorhabdus
S000735560,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Xenorhabdus
S000735562,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Xenorhabdus
S000392498,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Yersinia
S000392499,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Yersinia
S000392500,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Yersinia
S000392501,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Yersinia
S000392502,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Yersinia
S000392503,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Yersinia
S000392504,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Yersinia
S000392505,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Yersinia
S000392506,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Yersinia
S000392507,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Yersinia
S000392508,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Yersinia
S000539480,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Yersinia
S000690498,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Yersinia
S000979615,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Yersinia
S000004636,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Edwardsiella
S000007645,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Edwardsiella
S000009145,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Edwardsiella
S000404964,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Arsenophonus
S000142446,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Plesiomonas
S000017193,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Photorhabdus
S000019290,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Photorhabdus
S000019291,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Photorhabdus
S000019883,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Photorhabdus
S000323369,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Photorhabdus
S000323373,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Photorhabdus
S000368258,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Photorhabdus
S000381294,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Photorhabdus
S000942683,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Photorhabdus
S000002387,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Rahnella
S000016079,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea
S000381168,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea
S000381179,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea
S000691510,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea
S000965399,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea
S000005099,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Brenneria
S000009236,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Brenneria
S000022162,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Brenneria
S000381175,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Brenneria
S000381181,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Brenneria
S000016869,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Buttiauxella
S000017471,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Buttiauxella
S000017991,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Buttiauxella
S000018492,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Buttiauxella
S000020704,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Buttiauxella
S000022751,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Buttiauxella
S000022752,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Buttiauxella
S000020702,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Budvicia
S000019080,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Obesumbacterium
S000022757,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pragia
S000018554,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Tatumella
S000436949,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Sodalis
S000000125,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pectobacterium
S000003542,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pectobacterium
S000008875,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pectobacterium
S000011619,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pectobacterium
S000128852,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pectobacterium
S000381170,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pectobacterium
S000381171,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pectobacterium
S000021104,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Cedecea
S000120182,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Cedecea
S000358339,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Trabulsiella
S000653830,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Trabulsiella
S000390457,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Samsonia
S000010034,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Raoultella
S000387364,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Raoultella
S000438477,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Raoultella
S000012967,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea
S000021904,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Dickeya
S000129488,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Dickeya
S000570097,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Dickeya
S000570098,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Dickeya
S000570100,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Dickeya
S000570101,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Dickeya
S000618457,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Thorsellia
S000770209,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Cronobacter
S000842665,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Cronobacter
S000842668,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Cronobacter
S000842672,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Cronobacter
S000842708,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Cronobacter
S000842718,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Cronobacter
S000842719,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Cronobacter
S000901778,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Biostraticola
S000020201,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Leminorella
S000140860,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacter
S000004313,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia/Shigella
S000133399,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia/Shigella
S000139289,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia/Shigella
S000000143,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
S000000241,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
S000000811,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
S000001324,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
S000002360,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
S000002730,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
S000003124,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
S000003517,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
S000004339,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
S000005503,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
S000005505,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
S000005508,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
S000006246,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
S000006622,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
S000006624,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
S000006983,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
S000007328,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
S000007780,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
S000008153,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
S000008509,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
S000009259,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
S000010826,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
S000011216,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
S000011598,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
S000012370,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
S000013092,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
S000013448,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
S000016062,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
S000016424,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
S000016426,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
S000021641,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
S000021705,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
S000022282,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
S000334574,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
S000387193,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
S000393915,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
S000409793,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
S000498393,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
S000498395,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
S000498398,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
S000591193,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
S000591194,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
S000712703,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
S000841839,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
S000841840,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
S000841841,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
S002287594,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
S002288130,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
S002289841,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
S000389519,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Tatlockia
S000389520,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Tatlockia
S000011214,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Fluoribacter
S000021310,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Fluoribacter
S000436267,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Fluoribacter
S000408382,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Aquicella
S000408383,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Aquicella
S000542938,Proteobacteria,Gammaproteobacteria,Chromatiales,Halothiobacillaceae,Thiovirga
S000964247,Proteobacteria,Gammaproteobacteria,Chromatiales,Halothiobacillaceae,Thiofaba
S000388516,Proteobacteria,Gammaproteobacteria,Chromatiales,Halothiobacillaceae,Halothiobacillus
S000436879,Proteobacteria,Gammaproteobacteria,Chromatiales,Halothiobacillaceae,Halothiobacillus
S000437891,Proteobacteria,Gammaproteobacteria,Chromatiales,Halothiobacillaceae,Halothiobacillus
S000927654,Proteobacteria,Gammaproteobacteria,Chromatiales,Halothiobacillaceae,Thioalkalibacter
S000859419,Proteobacteria,Gammaproteobacteria,Chromatiales,Granulosicoccaceae,Granulosicoccus
S000006206,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Chromatium
S000016689,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiocapsa
S000130706,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiocapsa
S000429066,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiocapsa
S000429068,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiocapsa
S000610925,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Nitrosococcus
S000610928,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Nitrosococcus
S000112473,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiocystis
S000381462,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiocystis
S000381464,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiocystis
S001099435,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiocystis
S000010442,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Rhabdochromatium
S000893721,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiodictyon
S000893722,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiodictyon
S000003454,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Lamprocystis
S000128539,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Lamprocystis
S000381463,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiorhodococcus
S000721401,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiorhodococcus
S000735042,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiorhodococcus
S000735044,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiorhodococcus
S000382386,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiorhodovibrio
S000129394,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Rheinheimera
S000334621,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Rheinheimera
S000594867,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Rheinheimera
S000643391,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Rheinheimera
S000728332,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Rheinheimera
S000730870,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Rheinheimera
S000752269,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Rheinheimera
S000892310,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Rheinheimera
S000260577,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiolamprovum
S000804584,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Allochromatium
S000925665,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Allochromatium
S001099432,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Allochromatium
S001156625,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Allochromatium
S001156816,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Allochromatium
S001156813,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Halochromatium
S001156814,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Halochromatium
S001350263,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Halochromatium
S000539422,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Marichromatium
S000643389,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Marichromatium
S001093725,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Marichromatium
S001099430,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Marichromatium
S000016893,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Isochromatium
S001156817,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiococcus
S001093721,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiohalocapsa
S000018101,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiobaca
S001093723,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thioflavicoccus
S000128724,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thioalkalicoccus
S000964821,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiophaeococcus
S001350270,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Ectothiorhodospira
S000436146,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Arhodomonas
S000429085,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Alkalispirillum
